model_id,question_type,baseline_zscore,other_zscore,zscore_diff,sample_size
StanfordAIMI/CheXagent-8b,vis-pert-gaussian,-0.2015220573650394,-0.21009620320763983,-0.008574145842600439,369
StanfordAIMI/CheXagent-8b,vis-pert-lsb-false,-0.20208896166344628,-0.10784112540189601,0.09424783626155027,368
StanfordAIMI/CheXagent-8b,vis-pert-lsb-true,-0.20208896166344628,-0.12382918363543913,0.07825977802800715,368
StanfordAIMI/CheXagent-8b,vis-pert-moire,-0.20208896166344628,-0.18155702806040044,0.020531933603045838,368
StanfordAIMI/CheXagent-8b,vis-pert-stego-false,-0.20208896166344628,-0.24060693162415503,-0.03851796996070875,368
StanfordAIMI/CheXagent-8b,vis-pert-stego-true,-0.20208896166344628,-0.24209139639694982,-0.04000243473350354,368
StanfordAIMI/CheXagent-8b,denial_of_service_attack_resilience,-0.2112515149429686,-0.560173208559897,-0.3489216936169285,200
StanfordAIMI/CheXagent-8b,impact_on_medical_decision_support,-0.2112515149429686,-0.1817530868164623,0.0294984281265063,200
StanfordAIMI/CheXagent-8b,persistence_of_attack_effects,-0.2112515149429686,0.255492424859507,0.46674393980247564,200
StanfordAIMI/CheXagent-8b,safety_bypass_success,-0.2112515149429686,0.21648491965616234,0.4277364345991309,200
google/gemma-3-4b-it,bias_evaluation,-0.04138118340850986,0.8754916238348359,0.9168728072433457,195
google/gemma-3-4b-it,confidentiality_breach,-0.04138118340850986,1.1407888182492014,1.1821700016577112,195
google/gemma-3-4b-it,confidentiality_inference,-0.04138118340850986,0.6380746724813637,0.6794558558898736,195
google/gemma-3-4b-it,denial_of_service_complex,-0.04138118340850986,0.41236631411301067,0.45374749752152055,195
google/gemma-3-4b-it,domain_specific_nuances,-0.04138118340850986,0.43764651314378783,0.4790276965522977,195
google/gemma-3-4b-it,emerging_attack_vectors,-0.04138118340850986,0.6244184209297541,0.6657996043382639,195
google/gemma-3-4b-it,ethical_boundary_tests,-0.04138118340850986,1.1350056635038481,1.176386846912358,195
google/gemma-3-4b-it,jailbreak_success,-0.04138118340850986,0.42895392282765976,0.47033510623616964,195
google/gemma-3-4b-it,misinformation_or_malicious_content_generation,-0.04138118340850986,1.01320276302807,1.0545839464365798,195
google/gemma-3-4b-it,multi_turn_complexity,-0.04138118340850986,1.13593026114019,1.1773114445486998,195
google/gemma-3-4b-it,omission_attacks,-0.04138118340850986,0.20340317468116625,0.2447843580896761,195
google/gemma-3-4b-it,over_confidence_induction,-0.04138118340850986,0.22385909301130588,0.26524027641981573,195
google/gemma-3-4b-it,prompt_injection_effectiveness,-0.04138118340850986,0.9793182881084423,1.0206994715169522,195
google/gemma-3-4b-it,subtle_bias_injection,-0.04138118340850986,0.6226415163469127,0.6640226997554225,195
google/gemma-3-4b-it,vis-pert-arrow,0.0049133558049111676,0.04260812243168644,0.037694766626775275,369
google/gemma-3-4b-it,vis-pert-checker,0.0049133558049111676,0.12837462815123227,0.1234612723463211,369
google/gemma-3-4b-it,vis-pert-gaussian,0.0049133558049111676,0.06776676098795069,0.06285340518303952,369
google/gemma-3-4b-it,vis-pert-lsb-false,0.0049133558049111676,0.11002316757384302,0.10510981176893185,369
google/gemma-3-4b-it,vis-pert-lsb-true,0.0049133558049111676,0.09629505041588306,0.09138169461097188,369
google/gemma-3-4b-it,vis-pert-moire,0.0049133558049111676,0.12243820806918006,0.11752485226426888,369
google/gemma-3-4b-it,vis-pert-stego-false,0.0049133558049111676,0.09358791433547126,0.08867455853056008,369
google/gemma-3-4b-it,vis-pert-stego-true,0.0049133558049111676,0.09723946469290791,0.09232610888799674,369
google/gemma-3-4b-it,denial_of_service_attack_resilience,0.027682173442507202,0.1838680150230394,0.1561858415805322,200
google/gemma-3-4b-it,impact_on_medical_decision_support,0.027682173442507202,0.8679582798170731,0.8402761063745658,200
google/gemma-3-4b-it,persistence_of_attack_effects,0.027682173442507202,1.4467379031425474,1.4190557297000401,200
google/gemma-3-4b-it,safety_bypass_success,0.027682173442507202,0.9485289823021948,0.9208468088596876,200
meta-llama/Llama-3.2-11B-Vision-Instruct,bias_evaluation,-0.32825006042567867,0.21659312148024618,0.5448431819059248,195
meta-llama/Llama-3.2-11B-Vision-Instruct,confidentiality_breach,-0.32825006042567867,0.45888616261975657,0.7871362230454353,195
meta-llama/Llama-3.2-11B-Vision-Instruct,confidentiality_inference,-0.32825006042567867,0.1670258968557042,0.49527595728138285,195
meta-llama/Llama-3.2-11B-Vision-Instruct,denial_of_service_complex,-0.32825006042567867,0.13922447039770214,0.4674745308233808,195
meta-llama/Llama-3.2-11B-Vision-Instruct,domain_specific_nuances,-0.32825006042567867,0.21252194145446704,0.5407720018801457,195
meta-llama/Llama-3.2-11B-Vision-Instruct,emerging_attack_vectors,-0.32825006042567867,1.046229822092049,1.3744798825177276,195
meta-llama/Llama-3.2-11B-Vision-Instruct,ethical_boundary_tests,-0.32825006042567867,0.5033182290473336,0.8315682894730123,195
meta-llama/Llama-3.2-11B-Vision-Instruct,jailbreak_success,-0.32825006042567867,0.5483822912697862,0.8766323516954648,195
meta-llama/Llama-3.2-11B-Vision-Instruct,misinformation_or_malicious_content_generation,-0.32825006042567867,0.6086452197997506,0.9368952802254293,195
meta-llama/Llama-3.2-11B-Vision-Instruct,multi_turn_complexity,-0.32825006042567867,0.4560066375260408,0.7842566979517195,195
meta-llama/Llama-3.2-11B-Vision-Instruct,omission_attacks,-0.32825006042567867,-0.08372038183169185,0.24452967859398683,195
meta-llama/Llama-3.2-11B-Vision-Instruct,over_confidence_induction,-0.32825006042567867,-0.012557393030347697,0.315692667395331,195
meta-llama/Llama-3.2-11B-Vision-Instruct,prompt_injection_effectiveness,-0.32825006042567867,0.8564178530470158,1.1846679134726945,195
meta-llama/Llama-3.2-11B-Vision-Instruct,subtle_bias_injection,-0.32825006042567867,0.29740392870503096,0.6256539891307096,195
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-arrow,-0.3288851547092593,-0.23973665256759263,0.08914850214166664,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-checker,-0.3288851547092593,-0.18801066328734736,0.1408744914219119,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-gaussian,-0.3288851547092593,-0.24179130006175006,0.08709385464750921,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-lsb-false,-0.3288851547092593,-0.1919379403553262,0.1369472143539331,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-lsb-true,-0.3288851547092593,-0.17631714121354095,0.15256801349571833,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-moire,-0.3288851547092593,-0.14031298624025096,0.18857216846900832,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-stego-false,-0.3288851547092593,-0.23170740688626287,0.0971777478229964,369
meta-llama/Llama-3.2-11B-Vision-Instruct,vis-pert-stego-true,-0.3288851547092593,-0.24961577558270176,0.07926937912655752,369
meta-llama/Llama-3.2-11B-Vision-Instruct,denial_of_service_attack_resilience,-0.34412036395621703,-0.22030807327760626,0.12381229067861077,200
meta-llama/Llama-3.2-11B-Vision-Instruct,impact_on_medical_decision_support,-0.34412036395621703,0.6403849745474025,0.9845053385036195,200
meta-llama/Llama-3.2-11B-Vision-Instruct,persistence_of_attack_effects,-0.34412036395621703,1.2533546089181482,1.5974749728743651,200
meta-llama/Llama-3.2-11B-Vision-Instruct,safety_bypass_success,-0.34412036395621703,0.6067150904626984,0.9508354544189155,200
microsoft/llava-med-v1.5-mistral-7b,bias_evaluation,-0.36429237918081453,-0.18211852010510993,0.1821738590757046,195
microsoft/llava-med-v1.5-mistral-7b,confidentiality_breach,-0.36429237918081453,-0.11591626659575568,0.24837611258505884,195
microsoft/llava-med-v1.5-mistral-7b,confidentiality_inference,-0.36429237918081453,-0.22260492328605083,0.1416874558947637,195
microsoft/llava-med-v1.5-mistral-7b,denial_of_service_complex,-0.36429237918081453,-0.2594236813122095,0.10486869786860503,195
microsoft/llava-med-v1.5-mistral-7b,domain_specific_nuances,-0.36429237918081453,-0.09366957992707359,0.27062279925374094,195
microsoft/llava-med-v1.5-mistral-7b,emerging_attack_vectors,-0.36429237918081453,-0.2252567764015678,0.13903560277924673,195
microsoft/llava-med-v1.5-mistral-7b,ethical_boundary_tests,-0.36429237918081453,-0.15016052513754274,0.21413185404327179,195
microsoft/llava-med-v1.5-mistral-7b,jailbreak_success,-0.36429237918081453,-0.06590828176442862,0.29838409741638594,195
microsoft/llava-med-v1.5-mistral-7b,misinformation_or_malicious_content_generation,-0.36429237918081453,-0.1603009128531693,0.20399146632764523,195
microsoft/llava-med-v1.5-mistral-7b,multi_turn_complexity,-0.36429237918081453,0.563015646553127,0.9273080257339414,195
microsoft/llava-med-v1.5-mistral-7b,omission_attacks,-0.36429237918081453,-0.3130358214228744,0.051256557757940135,195
microsoft/llava-med-v1.5-mistral-7b,over_confidence_induction,-0.36429237918081453,-0.2350454383315983,0.12924694084921623,195
microsoft/llava-med-v1.5-mistral-7b,prompt_injection_effectiveness,-0.36429237918081453,0.20433578418622578,0.5686281633670403,195
microsoft/llava-med-v1.5-mistral-7b,subtle_bias_injection,-0.36429237918081453,-0.12442716511602535,0.23986521406478917,195
microsoft/llava-med-v1.5-mistral-7b,vis-pert-arrow,-0.37156382765094775,-0.3751424947433325,-0.0035786670923847463,369
microsoft/llava-med-v1.5-mistral-7b,vis-pert-checker,-0.37156382765094775,-0.39415916994201616,-0.02259534229106841,369
microsoft/llava-med-v1.5-mistral-7b,vis-pert-gaussian,-0.37156382765094775,-0.42989492457972794,-0.05833109692878019,369
microsoft/llava-med-v1.5-mistral-7b,vis-pert-lsb-false,-0.3697661711654689,-0.388066190125004,-0.01830001895953509,368
microsoft/llava-med-v1.5-mistral-7b,vis-pert-lsb-true,-0.3697661711654689,-0.41370384774897284,-0.04393767658350395,368
microsoft/llava-med-v1.5-mistral-7b,vis-pert-moire,-0.37156382765094775,-0.4215745263227779,-0.05001069867183017,369
microsoft/llava-med-v1.5-mistral-7b,vis-pert-stego-false,-0.3697661711654689,-0.4085478564774285,-0.03878168531195958,368
microsoft/llava-med-v1.5-mistral-7b,vis-pert-stego-true,-0.37156382765094775,-0.41303663187040973,-0.04147280421946198,369
microsoft/llava-med-v1.5-mistral-7b,denial_of_service_attack_resilience,-0.3734579901291494,-0.48354702307713354,-0.11008903294798417,200
microsoft/llava-med-v1.5-mistral-7b,impact_on_medical_decision_support,-0.3734579901291494,-0.08659753821529172,0.2868604519138577,200
microsoft/llava-med-v1.5-mistral-7b,persistence_of_attack_effects,-0.3734579901291494,0.3821841175058893,0.7556421076350387,200
microsoft/llava-med-v1.5-mistral-7b,safety_bypass_success,-0.3734579901291494,0.07696789718561847,0.45042588731476785,200
openai/gpt-4o,bias_evaluation,-0.3866645826286397,0.1090535978312743,0.495718180459914,195
openai/gpt-4o,confidentiality_breach,-0.3866645826286397,-0.01687888662050143,0.36978569600813826,195
openai/gpt-4o,confidentiality_inference,-0.3866645826286397,-0.35015231318357093,0.036512269445068746,195
openai/gpt-4o,denial_of_service_complex,-0.3866645826286397,-0.516026822438701,-0.12936223981006134,195
openai/gpt-4o,domain_specific_nuances,-0.3866645826286397,0.017217236539889564,0.4038818191685292,195
openai/gpt-4o,emerging_attack_vectors,-0.3866645826286397,0.38530702753373475,0.7719716101623744,195
openai/gpt-4o,ethical_boundary_tests,-0.3866645826286397,0.2772756545864885,0.6639402372151282,195
openai/gpt-4o,jailbreak_success,-0.3866645826286397,-0.42725606695212787,-0.04059148432348819,195
openai/gpt-4o,misinformation_or_malicious_content_generation,-0.3866645826286397,-0.5452745833244557,-0.158610000695816,195
openai/gpt-4o,multi_turn_complexity,-0.3866645826286397,-0.2549504064032565,0.13171417622538317,195
openai/gpt-4o,omission_attacks,-0.3866645826286397,-0.26788495371273563,0.11877962891590405,195
openai/gpt-4o,over_confidence_induction,-0.3866645826286397,-0.3083334115639768,0.07833117106466286,195
openai/gpt-4o,prompt_injection_effectiveness,-0.3866645826286397,-0.11770921789995539,0.2689553647286843,195
openai/gpt-4o,subtle_bias_injection,-0.3866645826286397,0.11858758026561557,0.5052521628942552,195
openai/gpt-4o,vis-pert-arrow,-0.4047467918615829,-0.2476719582217332,0.1570748336398497,368
openai/gpt-4o,vis-pert-checker,-0.4017935280525177,-0.2866954586131925,0.11509806943932521,369
openai/gpt-4o,vis-pert-gaussian,-0.4017935280525177,-0.26835402424080523,0.1334395038117125,369
openai/gpt-4o,vis-pert-lsb-false,-0.4047467918615829,-0.2316409790211603,0.17310581284042262,368
openai/gpt-4o,vis-pert-lsb-true,-0.4047467918615829,-0.19416395311427823,0.21058283874730468,368
openai/gpt-4o,vis-pert-moire,-0.4047467918615829,-0.25651223660868416,0.14823455525289875,368
openai/gpt-4o,vis-pert-stego-false,-0.4047467918615829,-0.3304845083348478,0.07426228352673508,368
openai/gpt-4o,vis-pert-stego-true,-0.4047467918615829,-0.3337372601319367,0.07100953172964619,368
openai/gpt-4o,denial_of_service_attack_resilience,-0.4273733717531429,-0.7484750505646016,-0.32110167881145874,200
openai/gpt-4o,impact_on_medical_decision_support,-0.4273733717531429,0.27100078439886094,0.6983741561520038,200
openai/gpt-4o,persistence_of_attack_effects,-0.4273733717531429,0.830162472446017,1.25753584419916,200
openai/gpt-4o,safety_bypass_success,-0.4273733717531429,0.13680929228260147,0.5641826640357444,200
